formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
AlAu,-0.422981213,17.20698662,1135.4,128.5,0.93,2.075,0.5,5,1,6.3
Mg2Au,-0.481426778,19.04323238,1061.11,139.3333333,1.23,1.72,0,3.333333333,4.966666667,9.111111111
Ag3Au,-0.061713689,17.37048627,1260.53,142.75,0.61,2.0825,0,10,1.19,6.6925
Cd3Au,-0.159890943,20.92975569,779.9975,142,0.85,1.9025,0,10,1.52,6.94
Ca3Au,-0.501264581,33.04784394,1170.5825,166,1.54,1.385,0,2.5,19.93333333,20.75
Cu3Au,-0.036564253,13.03007793,1352.66,133,0.64,2.06,0,10,0.35,6.0625
LiMg2In,1.174149153,294.5111205,682.36,138,0.8,1.345,0.25,2.5,14.685,13.87958333
Li2ZnGa,1.005303193,217.3861751,475.7425,125,0.83,1.355,0.25,5,18.51833333,15.65166667
Li2AlAu,0.884287344,207.729501,794.545,128.25,1.56,1.5275,0.25,2.5,18.535,15.3175
LiMgPb2,1.170389678,296.6653743,644.4775,140.25,1.35,1.7375,1,5,17.34,12.27291667
LiGa2Ag,1.106786136,210.9455085,573.61,129.25,0.95,1.6325,0.5,7.5,17.345,11.89125
Li2InPb,1.102496249,277.0548876,484.435,136,1.35,1.5175,0.75,5,17.34,16.32875
Li2CaTl,1.054650072,336.5302796,649.845,144.25,0.64,1.145,0.25,2.5,18.18333333,20.48833333
Li2GaBi,0.935079041,276.2864193,438.6725,131.5,1.04,1.4475,1,5,23.935,14.2975
SrLi2In,1.122062792,362.3842106,596.7825,148.25,0.83,1.1725,0.25,2.5,15.9,20.9675
LiAgPb2,1.236656346,294.0607148,722.46,141.25,1.35,1.8925,1,7.5,17.345,11.32875
LiAlZn2,1.227067401,212.7693373,693.13,123.25,0.67,1.4725,0.25,5,18.51833333,10.69208333
LiAlGa2,1.156407644,199.5592904,498.245,123.25,0.83,1.5525,0.75,5,17.535,11.84375
Li2MgGa,1.149111345,256.182297,533.3225,129.75,0.83,1.27,0.25,2.5,16.215,16.88916667
Sr2LiRh,1.240816079,328.7195307,1197.6725,165,1.33,1.29,0,2,16.95,21.00875
LiCa2Zn,1.242892159,364.30385,844.0925,150.5,0.67,1.1575,0,2.5,19.91666667,20.40458333
LiAg2Bi,1.174146193,270.548827,866.9875,141.5,1.04,1.715,0.75,7.5,23.935,9.67875
LiAg2Au,1.10620393,229.8057691,1065.22,138.5,1.56,1.845,0,7.5,18.535,11.02875
Li2HgPt,0.87316164,225.1088326,795.775,131,1.3,1.56,0,4.75,18.975,15.1325
LiCuAg2,1.281917395,210.1700883,1070.33,137.5,0.95,1.685,0,7.5,18.185,11.11625
Li2SnBi,1.040334497,264.4840872,489.215,135.75,1.04,1.485,1.25,5,23.935,14.0325
LiMgSn2,1.180168178,266.0142796,596.7125,136.75,0.98,1.5525,1,5,17.275,12.30541667
SrLiTl2,1.019335451,414.8514526,664.4225,153.25,0.67,1.2925,0.5,5,18,16.24625
Li2InGa,1.05060423,254.8034751,410.01,130,0.83,1.3875,0.5,5,16.215,16.61
LiInCu2,1.241889756,197.7556915,899.745,133.5,0.92,1.64,0.25,7.5,18.185,11.57125
LiZnCu2,1.311231149,153.1814931,965.4775,128.5,0.92,1.6075,0,7.5,18.51833333,10.61291667
LiCa2Pd,1.027646773,306.7907577,1127.935,154.75,1.22,1.295,0,2.5,20.93333333,20.15041667
Sr2LiGa,1.186480802,381.9217029,714.15,160,0.86,1.1725,0.25,2.5,17.43,20.88875
LiCa2Ag,1.265454027,353.7417772,979.655,156.25,0.95,1.2275,0,2.5,18.74333333,20.69791667
LiCaTl2,1.066666498,368.7022562,680.6725,148.5,0.64,1.305,0.5,5,18.18333333,16.29208333
Li2ZnPd,1.065332108,171.5762456,857.0275,129.25,1.22,1.4525,0,5,19.535,14.82166667
LiMgGa2,1.229083457,230.6720442,495.6275,128.25,0.83,1.4775,0.5,5,16.215,12.83541667
Li2CdPt,1.025900508,171.0326276,885.75,134,1.3,1.4825,0,4.75,17.835,15.6225
Li2CaGa,1.198791814,327.8320309,581.3225,138.5,0.83,1.1925,0.25,2.5,17.61333333,20.63083333
LiGa2Cu,1.199074525,177.7542835,604.32,126,0.92,1.625,0.5,7.5,18.185,11.68125
Li2GaSn,1.171205485,238.806208,428.8425,129.25,0.98,1.4325,0.75,5,17.275,15.9625
Li2SnPb,1.196750042,279.5887768,503.2675,135.25,1.35,1.5625,1,5,17.34,15.68125
Sr2LiPb,1.114171487,454.54698,788.575,166,1.38,1.3025,0.5,2.5,18.555,20.6075
Sr2LiAl,1.395228914,383.5431178,871.79,159.75,0.66,1.1225,0.25,0,18.75,20.55875
LiBi2Pd,1.170789814,250.0833785,842.635,140.75,1.22,1.805,1.5,7.5,23.935,7.48375
LiCa2Pt,0.920261763,289.5365904,1181.2725,154,1.3,1.315,0,2.25,19.23333333,20.57541667
LiCaPb2,1.139418967,359.0472859,692.4775,149,1.35,1.66,1,5,18.73833333,16.01458333
Li2CaAl,1.397315825,335.519181,738.9625,138.25,0.63,1.1425,0.25,0,18.93333333,20.30083333
Li2CuPd,1.285461217,182.9275253,1023.3,131.75,1.22,1.515,0,5,19.535,14.905
Li2PtAu,0.953173304,191.3187422,1071.5275,132,1.56,1.695,0,4.75,18.535,15.2425
LiPdPb2,1.277497754,263.8004888,870.74,139.75,1.35,1.96,1,7.5,19.535,10.78125
Sr2LiSn,1.118031815,420.7548209,764.6925,164.25,1.01,1.21,0.5,2.5,18.49,20.62375
LiCa2Pb,1.187216429,408.527653,821.075,156.5,1.35,1.3275,0.5,2.5,18.73833333,20.69916667
CuSnPd2,1.657765742,206.9891387,1379.7375,137.25,0.3,2.065,0.5,10,2.26,5.7025
LiSnPt2,1.478838903,215.0708229,1260.3925,134.75,1.3,1.875,0.5,7,17.835,11.09875
LiSn2Ir,1.787932522,226.5633727,1050.7125,136.75,1.22,1.775,1,6.75,17.275,11.51375
NaSnRh2,2.054733896,254.3313268,1337.4875,147.25,1.35,1.8625,0.5,6.5,17.05,12.0925
Na2ZnSn5,2.26956126,713.130963,494.9775,143.625,1.03,1.66375,1.25,7.5,18.29333333,11.16708333
SnRh2Au,2.141133156,210.3986394,1579.1025,139.75,0.58,2.265,0.5,9,2.8,7.515
ZnSnRh2,1.980978344,206.5497993,1417.94,136.25,0.63,2.0425,0.5,9,2.783333333,7.519166667
AgSnRh2,2.282270011,209.0803111,1553.5025,142,0.35,2.1125,0.5,9,1.61,7.8125
LiZn2,0.092109014,17.82118342,613.0166667,124,0.67,1.426666667,0,6.666666667,18.51833333,11.98944444
LiCa4,0.312683498,40.72524883,982.738,166.4,0.02,0.996,0,0,1.398333333,25.45366667
Li2Al,0.147406204,18.65669443,613.6166667,125.6666667,0.63,1.19,0.333333333,0,17.535,18.49
LiAl2,0.227009689,18.37916225,773.5433333,123.3333333,0.63,1.4,0.666666667,0,17.535,12.645
LiPb3,0.272344644,34.7414612,563.88,141.5,1.35,1.9925,1.5,7.5,17.34,11.33
Li4Pt,0.066144166,21.89506887,771.232,129.6,1.3,1.24,0,1.8,17.835,20.768
CaGa2,1.806552188,1301.844352,573.6066667,140,0.81,1.54,0.666666667,6.666666667,17.61333333,13.99111111
CaGa4,-0.42175217,19.66431516,465.328,132.8,0.81,1.648,0.8,8,17.61333333,11.64266667
GaCu3,-0.1019898,12.0972647,1094.055,129.5,0.09,1.8775,0.25,10,1.97,6.6425
Ga21Rh4,-0.301287379,17.50516743,612.3644,125.2,0.47,1.8852,0.84,9.68,0.48,8.1968
Ga3Pt5,-0.55479125,14.8966457,1389.46625,130.75,0.47,2.10375,0.375,9.375,1.62,7.1075
Ga9Ir2,-0.322112649,16.43416403,745.8354545,125.4545455,0.39,1.880909091,0.818181818,9.454545455,0.52,8.025454545
Ga9Rh2,-0.3420055,16.32945023,654.5627273,125.6363636,0.47,1.895454545,0.818181818,9.636363636,0.48,8.207272727
Ca11Ga7,-0.437407986,28.65889431,799.1872222,155,0.81,1.315,0.388888889,3.888888889,17.61333333,18.8837037
Mg149Ga,0.000926384,22.68124228,918.8660667,140.8733333,0.5,1.313333333,0.006666667,0.066666667,2.646666667,10.74902222
Ga5Rh3,-0.597840527,15.0039292,1028.19375,129.5,0.47,1.98625,0.625,9.25,0.48,8.3
Ga3Pt2,-0.596848876,16.36873428,998.306,127.6,0.47,1.998,0.6,9.6,1.62,7.472
Ga5Pd,-0.224303759,17.12491699,557.1,124.8333333,0.39,1.875,0.833333333,10,3.32,7.566666667
GaPt3,-0.439385107,15.32401742,1606.7775,132.5,0.47,2.1625,0.25,9.25,1.62,6.905
MgGa2,-0.114579072,18.3708281,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
GaCu3,-0.098120255,12.14205109,1094.055,129.5,0.09,1.8775,0.25,10,1.97,6.6425
GaAu2,-0.146765094,17.2019885,992.5233333,131.3333333,0.73,2.296666667,0.333333333,10,2.32,6.573333333
Ga16Rh3,-0.292307411,17.46203255,608.2926316,125.1578947,0.47,1.884210526,0.842105263,9.684210526,0.48,8.195789474
GaCu3,-0.096020453,12.1108253,1094.055,129.5,0.09,1.8775,0.25,10,1.97,6.6425
LiGa3,-0.245508021,16.87402491,340.605,123.5,0.83,1.6025,0.75,7.5,16.215,12.17375
Ga2Pt,-0.571863865,16.20147592,882.4066667,126.6666667,0.47,1.966666667,0.666666667,9.666666667,1.62,7.58
Li3Ga14,-0.181210765,19.72365624,329.5182353,123.0588235,0.83,1.663529412,0.823529412,8.235294118,16.215,10.98147059
Ga4Ni3,-0.406935823,13.50727344,913.6628571,122.8571429,0.1,1.852857143,0.571428571,9.142857143,1.32,7.554285714
Ga3Rh,-0.424830424,17.32449244,786.4325,127,0.47,1.9275,0.75,9.5,0.48,8.24
Ga3Pd5,-0.63297488,14.60591868,1256.1225,132.625,0.39,2.05375,0.375,10,3.32,6.045
GaAg3,-0.001514276,17.035129,1001.925,139.25,0.12,1.9,0.25,10,1.13,7.2725
Ga5Ag13,-0.002918984,16.63976529,976.0355556,138.6111111,0.12,1.896666667,0.277777778,10,1.13,7.303888889
GaPt3,-0.430065189,15.35729168,1606.7775,132.5,0.47,2.1625,0.25,9.25,1.62,6.905
GaPt3,-0.429735398,14.94271412,1606.7775,132.5,0.47,2.1625,0.25,9.25,1.62,6.905
SrSn3Pd,-0.579115999,26.37678828,878.658,150.2,1.25,1.806,1.2,8,20.75,10.306
Mg2AgPd,-0.480583705,16.85139287,1227.245,141.5,0.89,1.6875,0,5,5.966666667,8.330833333
Mg6ZnNi,0.033087503,19.11702783,994.835,136.5,0.6,1.4275,0,2.25,4.95,9.652083333
Mg6ZnNi,0.035864638,19.03268062,994.835,136.5,0.6,1.4275,0,2.25,4.95,9.652083333
SrMg6Zn,0.066486353,25.29210236,910.085,145.375,0.7,1.3075,0,1.25,19.73333333,11.99583333
Na4CaSn6,-0.290654025,29.30038006,511.7236364,152.1818182,1.03,1.498181818,1.090909091,5.454545455,18.67333333,14.95757576
Zn2Pd,-0.437536906,14.04133923,1071.136667,127.6666667,0.55,1.833333333,0,10,1.016666667,5.477777778
Ag3Pd,-0.066776291,16.64018171,1383.21,143.5,0.27,1.9975,0,10,2.19,6.4425
HgPd3,-0.135616336,16.24210917,1429.6175,137.25,0.2,2.15,0,10,0.56,4.94
LiPd,-0.416655163,13.70415419,1140.87,133.5,1.22,1.59,0,5,19.535,14.5675
Li2Pd,-0.359667228,13.67973906,911.81,131.6666667,1.22,1.386666667,0,3.333333333,19.535,17.82333333
Cu3Pd,-0.099534914,12.37022625,1475.34,133.75,0.3,1.975,0,10,1.35,5.8125
PdPt3,-0.035304807,15.22645609,1988.0625,136.75,0.08,2.26,0,9.25,1.7,6.075
Mg5Pd2,-0.450578345,18.83433585,1181.585714,140.4285714,0.89,1.564285714,0,2.857142857,5.966666667,9.061904762
LiPd3,-0.257988117,14.26662425,1484.46,136.25,1.22,1.895,0,7.5,19.535,9.68375
AlPd,-0.935601805,14.40027171,1380.76,130,0.59,1.905,0.5,5,2,5.8
TlPd3,-0.237091309,16.60950289,1515.2875,140.5,0.58,2.055,0.25,10,2.75,5.4875
InPd2,-0.551891175,16.61208955,1361.95,140,0.42,2.06,0.333333333,10,4.85,6.416666667
ZnPd,-0.57628069,13.99647801,1260.365,130.5,0.55,1.925,0,10,1.016666667,5.308333333
Al3Pd2,-0.812340916,15.89498073,1291.302,128.2,0.59,1.846,0.6,4,2,6
PdPt,-0.042710625,15.11669206,1934.725,137.5,0.08,2.24,0,9.5,1.7,5.65
InPd3,-0.492223714,16.06132129,1478.475,139.75,0.42,2.095,0.25,10,4.85,6.0125
MgPd2,-0.596712734,15.3120175,1526.366667,139.6666667,0.89,1.903333333,0,6.666666667,5.966666667,6.788888889
SrPd2,-0.634736307,20.31981884,1568.7,157.6666667,1.25,1.783333333,0,6.666666667,20.75,11.71666667
MgPd,-0.726753088,15.70820761,1375.525,140,0.89,1.755,0,5,5.966666667,7.783333333
Pd3Au,-0.049388452,15.61526276,1705.37,138.25,0.34,2.285,0,10,1,5.05
In3Pd2,-0.544883318,20.04865931,989.07,140.8,0.42,1.948,0.6,10,4.85,7.71
LiMgSnAu,-0.400730428,18.90029015,804.775,136,1.56,1.6975,0.5,5,18.535,11.99041667
NaHg2Pd,0.660658778,304.2877444,666.89,142.25,1.27,1.7825,0,7.5,19.31,9.9075
CuSnPd2,0.648793149,29.70047059,1379.7375,137.25,0.3,2.065,0.5,10,2.26,5.7025
NaCd2Pd,0.858635215,317.7063222,846.84,148.25,1.27,1.6275,0,7.5,19.31,10.8875
LiTl2Pd,0.947309865,271.1015323,858.935,139.25,1.22,1.605,0.5,7.5,19.535,11.05875
Mg14GaCu,0.022495499,21.32273347,911.4175,139.25,0.59,1.378125,0.0625,1.25,4.616666667,10.31270833
Mg6CdSn,-0.025718428,22.81779855,829.6625,141.125,0.65,1.43875,0.25,2.5,3.706666667,9.8725
Mg6AlZn,0.03341915,20.77250046,895.51875,136.125,0.34,1.39,0.125,1.25,4.95,9.652083333
LiMg14Bi,-0.011408415,23.19033902,870.005625,140.625,1.04,1.33375,0.1875,0.625,23.935,10.96677083
Mg14GaBi,0.01185,23.14844563,860.581875,140.25,0.71,1.385625,0.25,1.25,10.36666667,9.953333333
CaMg14Cd,0.021384311,23.65972164,914.45125,143.375,0.69,1.314375,0,0.625,18.41333333,11.48666667
LiMg6Sn,-0.05330026,22.44359138,812.09625,139.125,0.98,1.35,0.25,1.25,17.275,11.999375
CaMg14Zn,0.0269595,23.2969939,920.605,142,0.65,1.311875,0,0.625,19.91666667,11.39270833
Mg16Al12Ir,-0.041568305,19.69070706,989.9531034,132.7241379,0.89,1.464827586,0.413793103,0.24137931,3.966666667,9.016091954
Ca3Mg4Zn11,-0.146092846,19.64821525,814.2488889,135.2222222,0.65,1.466111111,0,6.111111111,19.91666667,10.23611111
Mg14CuSn,0.016532267,21.97580316,924.053125,140.3125,0.65,1.3875,0.125,1.25,4.616666667,10.24645833
Mg14ZnBi,0.02324731,22.95524228,884.9425,140.25,0.71,1.375625,0.1875,1.25,10.36666667,9.809375
Mg14AlBi,0.035375667,23.22561946,899.991875,140.1875,0.71,1.373125,0.25,0.625,10.36666667,9.870833333
NaMg14Bi,0.016678189,23.66639649,864.829375,143,1.09,1.330625,0.1875,0.625,23.71,10.95270833
Mg6ZnGa,-0.007778818,20.71010668,816.69875,136.25,0.5,1.415,0.125,2.5,4.95,9.817083333
CaMg14Al,0.026334096,23.30320033,935.654375,141.9375,0.61,1.309375,0.0625,0,18.93333333,11.45416667
MgCuPb,-0.009511432,21.85895536,960.46,139.6666667,1.02,1.846666667,0.666666667,6.666666667,4.616666667,7.970555556
LiMg6Sn,-0.050636473,22.45728148,812.09625,139.125,0.98,1.35,0.25,1.25,17.275,11.999375
Mg6AlZn,0.036834824,20.80606313,895.51875,136.125,0.34,1.39,0.125,1.25,4.95,9.652083333
Mg6ZnGa,-0.006226319,20.77257498,816.69875,136.25,0.5,1.415,0.125,2.5,4.95,9.817083333
NaMg14Zn,0.054073937,22.87917214,874.096875,141.375,0.72,1.3075,0,0.625,18.29333333,11.29125
Mg6CdBi,-0.013350092,23.80993765,834.5775,142.25,0.71,1.44625,0.375,2.5,10.36666667,9.04
CaGaCu,-0.360737342,19.56192396,925.2266667,143.3333333,0.9,1.57,0.333333333,6.666666667,19.58333333,13.33444444
SrCaAl4,-0.304212252,22.43314145,983.1466667,142.5,0.66,1.398333333,0.666666667,0,18.93333333,13.08055556
LiCa2Rh,-0.208042232,22.57107852,1230.1725,155.5,1.3,1.315,0,2,17.13333333,21.10041667
Ca2CuAg,-0.189400779,25.44776436,1205.675,157.25,0.93,1.4575,0,5,19.58333333,16.15166667
Ca(InCu)6,-0.151512012,17.58204875,910.7784615,140,0.9,1.775384615,0.461538462,9.230769231,19.58333333,9.271794872
Ca2ZnIn,-0.355894437,26.52952183,838.1075,154,0.78,1.3575,0.25,5,19.91666667,16.73333333
Sr3CaSn16,-0.308038144,29.2431465,617.314,149.25,1.01,1.7605,1.6,8,18.67333333,10.76716667
SrCaHg2,-0.518795974,29.08666889,658.41,158.75,1.05,1.4875,0,5,20.37333333,15.50083333
LiCa2Ir,-0.233017547,21.89401557,1355.6725,155.25,1.22,1.295,0,1.75,18.13333333,20.85041667
Ca3(CdGa2)2,-0.428545069,23.34653003,638.3422222,144.8888889,0.81,1.513333333,0.444444444,6.666666667,18.41333333,13.81333333
Li2CaAl,-0.128653398,21.1937847,738.9625,138.25,0.63,1.1425,0.25,0,18.93333333,20.30083333
Ca2PtAu,-0.906918472,22.80589781,1402.1825,156,1.54,1.705,0,4.75,19.93333333,15.94166667
LiCa2Hg,-0.296985879,27.93571065,729.5025,153,1.02,1.245,0,2.5,20.37333333,20.29041667
CaInCu4,-0.181928133,15.46932191,1162.638333,141,0.9,1.73,0.166666667,8.333333333,19.58333333,9.997222222
CaSnHg,-0.512881214,26.44181291,618.1333333,149,1,1.653333333,0.666666667,6.666666667,20.37333333,12.71777778
CaAgSn,-0.564815498,24.6980474,951.67,153.3333333,0.96,1.63,0.666666667,6.666666667,18.74333333,13.26111111
SrCdSn,-0.480994342,29.41536174,716.4333333,159.3333333,1.01,1.533333333,0.666666667,6.666666667,18.49,13.31
Sr2LiSn,1.118031815,420.7548209,764.6925,164.25,1.01,1.21,0.5,2.5,18.49,20.62375
SrCaMg2,1.508503327,443.3863849,1002.75,163.25,0.36,1.1425,0,0,14.96666667,18.20416667
Sr2ZnPb,1.04183738,455.9621693,848.3225,164.5,1.38,1.47,0.5,5,19.73333333,15.97791667
Sr2TlIn,1.1886924,499.4415226,776.6875,169.25,0.83,1.325,0.5,5,18,17.075
Sr2MgPb,1.222907279,466.6906829,905.9025,169.25,1.38,1.385,0.5,2.5,18.555,17.21541667
Sr2TlPb,1.034641147,447.2175307,819.4025,170.25,1.38,1.4625,0.75,5,18.555,16.41125
Sr2LiIr,1.498975655,319.4285244,1323.1725,164.75,1.25,1.27,0,1.75,17.95,20.75875
Sr2TlGa,1.163528267,446.3497014,744.9775,164.25,0.86,1.3325,0.5,5,18,16.6925
Sr2ZnSn,1.061159627,408.3615261,824.44,162.75,1.01,1.3775,0.5,5,19.73333333,15.99416667
SrCaPb2,1.131809748,384.5322057,841.555,165.75,1.38,1.6525,1,5,18.73833333,16.31833333
Sr2InPb,1.180780736,463.7011006,782.59,169.5,1.38,1.5025,0.75,5,18.555,16.93625
Sr2(BiPd)3,1.16442324,122.6059261,1152.16875,156.375,1.25,1.82,1.125,7.5,25.15,8.3375
CaAl9Ni,-0.2406522,17.54585657,1022.202727,126.2727273,0.91,1.581818182,0.818181818,0.727272727,18.93333333,8.521212121
Li3Sn11Pd4,-0.366830747,20.98828941,790.5083333,137.1666667,1.22,1.85,1.222222222,8.333333333,19.535,9.436944444
NaCdPd2,-0.225780335,17.73253599,1155.2975,147,1.27,1.755,0,7.5,19.31,10.2575
CaPdPb,-0.619682019,24.50021222,1181.22,153.6666667,1.33,1.843333333,0.666666667,6.666666667,20.93333333,12.50944444
Mg8Ni3Pd,-0.239644415,17.57207154,1199.670833,136.5833333,0.89,1.534166667,0,2.833333333,5.966666667,9.277777778
TlPd2Au,-0.186587697,17.40099917,1392.6075,139.75,0.92,2.14,0.25,10,2.75,5.7375
Sr(BiPd)2,-0.59558814,25.6171733,1158.98,153.8,1.25,1.878,1.2,8,25.15,7.19
Cu3PdAu4,-0.068091104,14.9599339,1406.335,134.875,0.64,2.2575,0,10,1.35,5.80625
BiPd6Pb,-0.263281956,17.1250864,1514.16375,141,0.31,2.19375,0.625,10,6.595,4.524375
CdHgPd2,-0.273911183,17.42408816,1121.16,138.5,0.51,2.0225,0,10,2.52,5.57
Na6ZnSn2,-0.146929751,27.86373452,436.4511111,155.1111111,1.03,1.238888889,0.444444444,3.333333333,18.29333333,18.28851852
ZnCdPt2,-0.434753695,15.6386693,1342.425,134.5,0.63,1.975,0,9.5,1.503333333,6.534166667
CaZnAg,-0.314119316,21.88618523,1014.203333,147.6666667,0.93,1.526666667,0,6.666666667,19.91666667,12.84666667
ZnCdAu2,-0.223709311,17.24726717,990.39,134.5,0.89,2.105,0,10,1.52,6.184166667
SrZnIn3,-0.290728676,25.96996659,606.386,148.6,0.83,1.588,0.6,8,19.73333333,12.06333333
ZnCdAg2,-0.050326701,17.12240383,939.19,139,0.28,1.8,0,10,1.503333333,6.779166667
Li2ZnAu,-0.388583885,14.0306131,734.3475,128.5,1.56,1.5375,0,5,18.535,15.07166667
Li2AgPb,-0.250680347,18.646356,685.73,136.75,1.35,1.555,0.5,5,17.345,15.66375
LiCuAu2,-0.303081698,14.51469028,1121.53,133,1.56,1.99,0,7.5,18.535,10.52125
LiMg17Al11,-0.004814024,20.15630732,910.7882759,132.9655172,0.63,1.412413793,0.379310345,0,17.535,9.729942529
Sr2LiIn,-0.240165595,34.37747678,745.86,165,0.83,1.165,0.25,2.5,15.9,21.27125
Mg6CuBi,0.025366178,22.33226559,930.02125,140.75,0.71,1.4725,0.375,2.5,10.36666667,8.89375
SrMg14Bi,0.006762836,24.95087195,907.275,144.8125,1.07,1.331875,0.1875,0.625,25.15,11.04270833
CaMg14Bi,0.023439366,24.47877081,911.3375,143.625,1.02,1.335,0.1875,0.625,25.33333333,11.05416667
Mg6CuBi,0.043662346,22.07531421,930.02125,140.75,0.71,1.4725,0.375,2.5,10.36666667,8.89375
LiMg2Ir,-0.339763441,15.69875884,1259.6725,137.75,1.22,1.45,0,1.75,16.735,13.36708333
LiGa2Ir,-0.566050219,13.67668862,949.6275,128.25,1.22,1.7,0.5,6.75,16.735,12.04375
Al2IrRh,-1.130865957,13.3295512,1710.735,131.25,0.67,1.925,0.5,3.75,1.8,7.45
MgInIr2,-0.248749258,16.21803048,1707.6875,141.25,0.89,1.8725,0.25,6,3.166666667,8.904166667
Cu(Bi4Ir)3,-0.015616087,28.27876457,1006.723125,145.6875,0.3,2.04625,2.25,9.4375,7.2,2.109375
LiSn4Rh,-0.35631163,20.94566301,785.1683333,137.6666667,1.3,1.85,1.333333333,8,17.275,10.19583333
CaSnHg,-0.512881214,26.44181291,618.1333333,149,1,1.653333333,0.666666667,6.666666667,20.37333333,12.71777778
Li2Sn2Au,-0.444321563,20.76562665,650.974,134,1.56,1.684,0.8,6,18.535,13.718
SrMgSn,-0.551921839,29.6416949,826.0266667,158.3333333,1.01,1.406666667,0.666666667,3.333333333,18.49,14.45888889
LiSnPd2,-0.66060844,15.62802025,1153.7175,136.25,1.22,1.835,0.5,7.5,19.535,10.24875
Zn3(SnPt)2,-0.451844885,18.18839407,1024.428571,130.8571429,0.63,1.918571429,0.571428571,9.714285714,1.243333333,6.367142857
Na6ZnSn2,-0.146929751,27.86373452,436.4511111,155.1111111,1.03,1.238888889,0.444444444,3.333333333,18.29333333,18.28851852
Ca3Sn13Rh4,-0.503033621,23.24063483,942.952,145.15,1.28,1.88,1.3,8.1,18.67333333,10.169
Sr(AgSn)2,-0.372733112,25.74802427,906.004,152.6,1.01,1.746,0.8,8,18.56,10.73
CaMg14Sn,-0.016762702,23.93691064,908.88,143.0625,0.96,1.33125,0.125,0.625,18.67333333,11.47041667
CaMg14Cu,0.049027606,23.05377911,962.173125,142.625,0.9,1.3275,0,0.625,19.58333333,11.41354167
SrCaMg14,0.04251153,25.81546437,942.9375,146.5625,0.36,1.268125,0,0,14.96666667,12.62604167
NaCa2Rh,-0.125274541,24.76043144,1209.4675,165,1.35,1.3025,0,2,17.13333333,21.04416667
CaCdSn,-0.396879568,28.82016444,738.1,153,0.96,1.55,0.666666667,6.666666667,18.67333333,13.37111111
Mg2AgPd,-0.480583705,16.85139287,1227.245,141.5,0.89,1.6875,0,5,5.966666667,8.330833333
Ca2Ga7Ag,-0.422191242,19.77657507,558.53,135.1,0.93,1.66,0.7,8,18.74333333,11.52966667
CaZnAg,-0.314119316,21.88618523,1014.203333,147.6666667,0.93,1.526666667,0,6.666666667,19.91666667,12.84666667
SrAl3Ag,-0.297251677,21.71264048,1017.068,140.6,0.98,1.542,0.6,2,18.75,10.588
Li2CuSn2,-0.310138366,18.7768905,655.062,133.2,0.98,1.556,0.8,6,18.185,13.788
GaCuPt2,-0.475617654,13.98654115,1435.87,131.5,0.47,2.0675,0.25,9.5,1.97,6.8175
AlCuPt2,-0.75944912,13.75297867,1593.51,131.25,0.67,2.0175,0.25,7,0.65,6.4875
Ca2ZnHg,-0.392878973,25.53685851,789.25,151.5,1,1.4125,0,5,20.37333333,15.66083333
Li2ZnAu,-0.388583885,14.0306131,734.3475,128.5,1.56,1.5375,0,5,18.535,15.07166667
Na16Zn11Sn16,-0.148902063,25.47982986,503.132093,144.6976744,1.03,1.49744186,0.744186047,6.279069767,18.29333333,13.08612403
Mg2ZnRh,-0.32066004,16.15375013,1193.92,136.5,0.97,1.6375,0,4.5,4.95,8.9875
ZnCuAu2,-0.13147108,15.62643351,1181.2775,131.5,0.89,2.1575,0,10,0.35,5.891666667
AlZnCu2,-0.154224252,13.00891355,1085.4225,126.75,0.29,1.765,0.25,7.5,0.983333333,6.229166667
Mg16Al12Zn,0.00035202,20.02862412,919.3903448,132.0689655,0.34,1.445862069,0.413793103,0.344827586,4.95,8.954597701
ZnPd2Au,-0.336700667,15.32078064,1421.5275,134,0.89,2.1475,0,10,1.016666667,5.304166667
MgZn2Pt,-0.446755641,15.33482321,1087.44,130.25,0.97,1.7225,0,7.25,4.95,7.225
Na5(ZnSn5)2,-0.117054921,27.98418395,487.6770588,144.9411765,1.03,1.620588235,1.176470588,7.058823529,18.29333333,11.92843137
SrZnPb,-0.490275211,30.19221063,781.0966667,154.3333333,1.38,1.643333333,0.666666667,6.666666667,19.73333333,12.78722222
Ca2ZnIn,-0.355894437,26.52952183,838.1075,154,0.78,1.3575,0.25,5,19.91666667,16.73333333
GaCuPt2,-0.475617654,13.98654115,1435.87,131.5,0.47,2.0675,0.25,9.5,1.97,6.8175
SrCuSn2,-0.423042465,25.50463672,854.4825,151.25,1.01,1.6925,1,7.5,19.4,11.455
LiGa2Ni,-0.393997692,12.42135326,696.8775,124,0.93,1.6275,0.5,7,17.535,11.84375
Ca2ZnGa,-0.358440357,24.32821993,806.3975,149,0.81,1.365,0.25,5,19.91666667,16.35083333
LiMg2Ga,-0.160652873,18.62255719,650.65,133,0.83,1.3525,0.25,2.5,16.215,13.49708333
Ga3Ni12Sn,-0.257572415,11.80102948,1384.363125,124.5625,0.15,1.894375,0.3125,8.5,1.32,7.06375
Ca4GaSn3,-0.618976599,29.4682443,784.76875,155.375,0.96,1.46125,0.875,5,18.67333333,16.52916667
